full_path,category_id,species_name,bboxs,width,height
../data/serengeti/images_cropped/S4_B06_R2_IMAG1297.JPG,11,elephant,"[{'category_id': 1, 'bbox': [615.1599388122521, 382.21334433555455, 667.1771395206554, 882.0307946205081]}, {'category_id': 1, 'bbox': [1215.0, 0, 833.0, 1155.6864013671934]}]",2048,1536
../data/serengeti/images_cropped/S4_P10_R1_IMAG0671.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0, 559.3560791015577, 257.0528869628928, 663.257202148439]}]",2048,1536
../data/serengeti/images_cropped/S6_H11_R2_IMAG0010.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1889.2539062499943, 0, 158.7460937499996, 1394.6984863281255]}]",2048,1536
../data/serengeti/images_cropped/S5_K02_R2_IMAG0232.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1613.0, 535.9999999999949, 435.0, 684.0]}]",2048,1536
../data/serengeti/images_cropped/S5_L02_R3_IMAG0175.JPG,11,elephant,"[{'category_id': 1, 'bbox': [785.0085496902451, 2.6166951656342015, 1261.247069835653, 1203.6797761917082]}]",2048,1536
../data/serengeti/images_cropped/S2_L08_R2_IMAG0074.JPG,11,elephant,"[{'category_id': 1, 'bbox': [825.729736328125, 0, 1222.270263671875, 1449.108154296875]}, {'category_id': 1, 'bbox': [0, 0, 1073.162109375, 1355.97314453125]}]",2048,1536
../data/serengeti/images_cropped/S5_I06_R2_IMAG0503.JPG,11,elephant,"[{'category_id': 1, 'bbox': [271.0, 245.9335937499955, 350.0, 1218.0]}]",2048,1536
../data/serengeti/images_cropped/S5_L10_R1_IMAG0021.JPG,11,elephant,"[{'category_id': 1, 'bbox': [328.08688354492415, 0, 1719.9131164550759, 1123.999999999995]}]",2048,1536
../data/serengeti/images_cropped/S4_D06_R1_IMAG0028.JPG,11,elephant,"[{'category_id': 1, 'bbox': [2004.2441232204435, 909.1229567527769, 42.643491983413696, 61.696967124938965]}, {'category_id': 1, 'bbox': [1851.8163220882413, 819.2994310855863, 195.97860145568848, 154.2424178123474]}, {'category_id': 1, 'bbox': [1660.374262332916, 880.0890898704527, 196.8859097957611, 103.43315076828003]}, {'category_id': 1, 'bbox': [1518.8341612815855, 838.3529062271116, 273.0998103618622, 133.37432599067688]}]",2048,1536
../data/serengeti/images_cropped/S1_K10_R1_PICT0310.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0, 1.0000008403634382, 2046.9998779296973, 1432.999999159634]}]",2048,1536
../data/serengeti/images_cropped/S6_P04_R1_IMAG0526.JPG,11,elephant,"[{'category_id': 1, 'bbox': [232.91893005371392, 0, 1814.081069946286, 1095.5135498046875]}, {'category_id': 1, 'bbox': [0, 84.02703094482432, 281.8108215332045, 539.9729690551757]}, {'category_id': 1, 'bbox': [278.0, 443.6756896972646, 591.1892089843712, 364.3243103027251]}, {'category_id': 1, 'bbox': [2.594602346420224, 441.0811462402253, 308.7567713260749, 251.32431030274563]}]",2048,1536
../data/serengeti/images_cropped/S4_R09_R2_IMAG5436.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1501.5688356757166, 644.127021431923, 406.55289924144745, 276.0544377565385]}]",2048,1536
../data/serengeti/images_cropped/S3_C03_R11_IMAG0032.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1790.7122802734284, 572.1729125976576, 257.28771972657154, 108.85620117187429]}]",2048,1536
../data/serengeti/images_cropped/S5_C13_R3_IMAG2467.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1487.2938232421786, 805.2831420898406, 220.24353027344384, 181.00000000000512]}, {'category_id': 1, 'bbox': [0, 433.7545776367258, 281.6068267822285, 720.5918579101593]}, {'category_id': 1, 'bbox': [364.0, 0, 1683.0, 1536]}]",2048,1536
../data/serengeti/images_cropped/S6_J09_R2_IMAG0212.JPG,11,elephant,"[{'category_id': 1, 'bbox': [606.4, 0, 1051.2, 151.19997558593587]}]",2560,1920
../data/serengeti/images_cropped/S6_L04_R2_IMAG1573.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1250.4370515950593, 609.8262760416615, 189.10478271484314, 260.93528157551617]}]",2560,1920
../data/serengeti/images_cropped/S5_K08_R1_IMAG0332.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0.9999963453828915, 2.0000264644623362, 1101.8620642014823, 1533.999973535539]}]",2048,1536
../data/serengeti/images_cropped/S5_K10_R2_IMAG1570.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0, 0, 921.0000610351514, 1489.000000000005]}]",2048,1536
../data/serengeti/images_cropped/S6_K08_R1_IMAG0127.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1049.0776367187968, 570.0, 425.26549029349377, 393.0]}]",2048,1536
../data/serengeti/images_cropped/S2_E06_R2_IMAG0238.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1.9999933838844313, 0, 1535.0000066161253, 1534.9998779296818]}, {'category_id': 1, 'bbox': [1194.6166992187598, 0, 853.3833007812403, 1452.0]}, {'category_id': 1, 'bbox': [1987.0853271484416, 245.04959106445824, 60.91467285156249, 109.18051147460966]}]",2048,1536
../data/serengeti/images_cropped/S1_F06_R3_PICT0118.JPG,11,elephant,"[{'category_id': 1, 'bbox': [2.999987125396685, 0, 2044.0000128746087, 1434.3833007812507]}]",2048,1536
../data/serengeti/images_cropped/S3_E05_R11_IMAG0278.JPG,11,elephant,"[{'category_id': 1, 'bbox': [22.0, 363.93505859375614, 836.8867797851545, 701.1815590858445]}]",2048,1536
../data/serengeti/images_cropped/S4_I12_R1_IMAG0483.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0, 2.6166951656342015, 348.02045702934527, 1256.013679504389]}]",2048,1536
../data/serengeti/images_cropped/S4_B03_R2_IMAG0452.JPG,11,elephant,"[{'category_id': 1, 'bbox': [2.762589931488037, 2.762589931488037, 1442.0719442367554, 762.4748210906982]}, {'category_id': 1, 'bbox': [1699.0, 0, 341.5540771484375, 203.43165588378906]}]",2048,1536
../data/serengeti/images_cropped/S6_D11_R1_IMAG0212.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1861.0, 359.40542602538494, 187.0, 706.0001220703027]}]",2048,1536
../data/serengeti/images_cropped/S5_L10_R2_IMAG3457.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0, 1.0000005960464486, 2045.999755859374, 1534.9999994039501]}]",2048,1536
../data/serengeti/images_cropped/S6_L04_R1_IMAG0436.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0, 0.7999997615814145, 2048, 1533.6001955509248]}]",2560,1920
../data/serengeti/images_cropped/S1_H08_R1_PICT0403.JPG,11,elephant,"[{'category_id': 1, 'bbox': [662.0, 578.4400634765568, 162.53997802734386, 216.65209007264258]}, {'category_id': 1, 'bbox': [850.0, 0, 452.0, 980.1928710937498]}, {'category_id': 1, 'bbox': [0, 647.8528442382797, 278.0, 335.1471557617152]}, {'category_id': 1, 'bbox': [204.03157997130955, 641.5425968170138, 182.99739646911897, 283.96147727966206]}]",2048,1536
../data/serengeti/images_cropped/S1_L03_R1_PICT0335.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1788.8283367156941, 598.0884761810227, 209.33097267150848, 342.541591644288]}]",2048,1536
../data/serengeti/images_cropped/S3_F03_R11_IMAG0114.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0, 173.40936279296875, 962.0, 741.03857421875]}]",2048,1536
../data/serengeti/images_cropped/S6_D12_R1_IMAG0405.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1742.2086181641012, 769.000000000005, 83.0, 79.99999999999949]}, {'category_id': 1, 'bbox': [1246.0, 697.0000000000051, 343.0, 149.0279541015598]}, {'category_id': 1, 'bbox': [691.0, 732.0, 376.0, 176.96777343750145]}, {'category_id': 1, 'bbox': [121.0, 2.0104711055755775, 586.6858825683559, 1139.9371619224166]}]",2048,1536
../data/serengeti/images_cropped/S2_E02_R2_PICT0217.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0, 1.0000010728836095, 1014.0, 1433.9999989271193]}, {'category_id': 1, 'bbox': [915.3280639648358, 436.79171752929796, 79.41667413711463, 110.20828247070258]}, {'category_id': 1, 'bbox': [1057.870826005934, 456.13679504394247, 84.50748658180301, 98.76176142692505]}]",2048,1536
../data/serengeti/images_cropped/S5_E09_R4_IMAG0082.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0, 744.0, 218.06621093750783, 302.4]}, {'category_id': 1, 'bbox': [36.414955952961535, 906.821220194473, 68.3890636189819, 116.35022511800062]}, {'category_id': 1, 'bbox': [111.02120361328025, 899.7159179687269, 165.1995562744156, 110.68408203128064]}, {'category_id': 1, 'bbox': [473.3944335937536, 892.6105468749927, 113.68571614583193, 160.18945312499713]}, {'category_id': 1, 'bbox': [1730.1218749999923, 1052.6602539062478, 189.0781249999995, 111.33974609376]}]",2560,1920
../data/serengeti/images_cropped/S3_G07_R12_IMAG0365.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0, 1.0000020276227133, 2046.999755859375, 1534.9999979723773]}]",2048,1536
../data/serengeti/images_cropped/S2_F12_R1_IMAG0251.JPG,11,elephant,"[{'category_id': 1, 'bbox': [153.95217895507764, 664.0000000000051, 178.66691797971762, 220.06652832030719]}, {'category_id': 1, 'bbox': [1256.0135650634752, 183.16864490508289, 434.3713579177779, 949.8602585792564]}, {'category_id': 1, 'bbox': [621.1567382812467, 0, 1426.8432617187532, 1536]}]",2048,1536
../data/serengeti/images_cropped/S4_L11_R2_IMAG0018.JPG,11,elephant,"[{'category_id': 1, 'bbox': [2.6166951656341504, 2.6166951656342015, 1229.8466904958157, 1533.3833048343706]}]",2048,1536
../data/serengeti/images_cropped/S3_H01_R11_IMAG0028.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1239.7191162109375, 315.3460388183594, 808.2808837890625, 722.6539611816406]}]",2048,1536
../data/serengeti/images_cropped/S2_G09_R1_PICT0195.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1424.2681765556335, 605.3261775970459, 518.3842115402222, 322.50620794296265]}, {'category_id': 1, 'bbox': [957.3128051757812, 668.439453125, 360.68719482421875, 329.1812491416931]}]",2048,1536
../data/serengeti/images_cropped/S6_C09_R2_IMAG0283.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1363.5946044921857, 0, 684.4053955078144, 1456.999999999995]}]",2048,1536
../data/serengeti/images_cropped/S5_L10_R2_IMAG3223.JPG,11,elephant,"[{'category_id': 1, 'bbox': [370.15802001952767, 0, 1676.8418579101492, 1451.999877929687]}]",2048,1536
../data/serengeti/images_cropped/S3_L11_R12_IMAG0484.JPG,11,elephant,"[{'category_id': 1, 'bbox': [806.4121361374855, 818.5614715218544, 46.0662299990654, 55.68445384502411]}]",2048,1536
../data/serengeti/images_cropped/S3_T08_R12_IMAG0968.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0, 1.0000010713386018, 1041.9334716796875, 1454.4057606474114]}]",2048,1536
../data/serengeti/images_cropped/S6_P03_R2_IMAG0209.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1552.9675742785125, 925.1721719106047, 200.03722635905024, 63.40465656916224]}, {'category_id': 1, 'bbox': [279.53197002409985, 519.3265521526272, 637.1684610843648, 464.51636195182084]}]",2048,1536
../data/serengeti/images_cropped/S2_D10_R1_PICT0066.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0.9999850014573894, 0, 1957.99989292823, 1435.000244140625]}]",2048,1536
../data/serengeti/images_cropped/S3_P07_R12_IMAG1071.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1577.5135396321614, 534.4864953358967, 467.0270347595215, 718.7027146021526]}, {'category_id': 1, 'bbox': [1584.750752210617, 764.3608071804047, 46.26259088516235, 63.739569664001465]}, {'category_id': 1, 'bbox': [1367.316575050354, 736.0892238616943, 108.97410297393799, 105.37590146064758]}, {'category_id': 1, 'bbox': [565.9458264112473, 800.8570368289948, 38.552168011665344, 25.187416434288025]}, {'category_id': 1, 'bbox': [190.70476865768433, 785.9503808021545, 46.26261234283447, 47.29067039489746]}]",2048,1536
../data/serengeti/images_cropped/S5_G12_R3_IMAG2461.JPG,11,elephant,"[{'category_id': 1, 'bbox': [2.7625899314880513, 0, 477.9280581474304, 1342.618706703191]}]",2048,1536
../data/serengeti/images_cropped/S6_I12_R2_IMAG0049.JPG,11,elephant,"[{'category_id': 1, 'bbox': [788.0, 0, 1257.9998779296973, 1534.9998779296818]}]",2048,1536
../data/serengeti/images_cropped/S6_M11_R2_IMAG0937.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0, 0, 591.012634277335, 1455.0]}, {'category_id': 1, 'bbox': [417.85538291931135, 369.05475425719294, 21.350275039670272, 23.637804508210177]}]",2048,1536
../data/serengeti/images_cropped/S5_K10_R2_IMAG1396.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1.000019073486336, 0.9999908208847104, 877.9999809265049, 1535.000009126446]}]",2048,1536
../data/serengeti/images_cropped/S1_K10_R1_PICT0316.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0, 0, 2047.0, 1438.000000000005]}]",2048,1536
../data/serengeti/images_cropped/S2_B07_R2_PICT3022.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1806.159423828125, 0, 241.840576171875, 1434.05322265625]}]",2048,1536
../data/serengeti/images_cropped/S5_E08_R2_IMAG0099.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1089.8385009765582, 945.7577514648422, 958.1614990234419, 590.2422485351577]}]",2048,1536
../data/serengeti/images_cropped/S1_F08_R3_PICT2674.JPG,11,elephant,"[{'category_id': 1, 'bbox': [819.822265625006, 812.049011230464, 185.17773437500006, 117.11746660746394]}, {'category_id': 1, 'bbox': [1.0, 802.1664428710963, 177.82194519042866, 166.8335571289037]}]",2048,1536
../data/serengeti/images_cropped/S6_P13_R2_IMAG0193.JPG,11,elephant,"[{'category_id': 1, 'bbox': [305.0, 1.0000318288803072, 1741.9998779296973, 1534.9999681409126]}]",2048,1536
../data/serengeti/images_cropped/S5_D05_R1_IMAG1401.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1310.6168212891034, 690.0, 433.31218783059967, 181.20166015624704]}, {'category_id': 1, 'bbox': [0, 102.00000762939496, 338.0, 1055.9999923706112]}]",2048,1536
../data/serengeti/images_cropped/S6_N09_R2_IMAG0232.JPG,11,elephant,"[{'category_id': 1, 'bbox': [5.233390331268301, 2.6166951656342015, 2012.2385823726593, 1530.7666718959872]}]",2048,1536
../data/serengeti/images_cropped/S2_H08_R2_IMAG0038.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0, 0, 2044.9998779296973, 1377.000122070313]}]",2048,1536
../data/serengeti/images_cropped/S2_I07_R5_PICT0094.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1.000025749206543, 0, 515.9999131898294, 1417.0]}]",2048,1536
../data/serengeti/images_cropped/S6_F01_R2_IMAG0372.JPG,11,elephant,"[{'category_id': 1, 'bbox': [900.5359497070388, 0, 1145.7570190429594, 1225.000000000005]}]",2048,1536
../data/serengeti/images_cropped/S6_U10_R1_IMAG0932.JPG,11,elephant,"[{'category_id': 1, 'bbox': [274.5539917945856, 545.2227855920794, 696.7455074787123, 445.50270366669315]}, {'category_id': 1, 'bbox': [1447.525085449216, 850.1890125274675, 191.3795185089106, 83.51106262207027]}, {'category_id': 1, 'bbox': [1788.5291426181734, 818.8726165294695, 194.8592061996462, 100.90923178195968]}]",2048,1536
../data/serengeti/images_cropped/S2_L04_R2_IMAG0041.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0.9999816661438669, 0.9999878414091725, 2045.0000183338598, 1535.0000121585867]}]",2048,1536
../data/serengeti/images_cropped/S3_F08_R12_IMAG0348.JPG,11,elephant,"[{'category_id': 1, 'bbox': [34.76461410522461, 530.1603651046753, 362.54526138305664, 311.6399335861206]}]",2048,1536
../data/serengeti/images_cropped/S5_C06_R1_IMAG0093.JPG,11,elephant,"[{'category_id': 1, 'bbox': [0, 0, 2046.9998779296973, 1534.999999999995]}]",2048,1536
../data/serengeti/images_cropped/S4_I10_R2_IMAG0749.JPG,11,elephant,"[{'category_id': 1, 'bbox': [643.7070107459994, 314.00341987610113, 923.6933934688666, 525.9557282924698]}, {'category_id': 1, 'bbox': [520.7223379612058, 648.9404010772685, 253.8194310665216, 133.4514534473426]}]",2048,1536
../data/serengeti/images_cropped/S2_E06_R2_IMAG0348.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1097.92529296875, 0.9999969005584717, 950.07470703125, 1532.2622101306915]}, {'category_id': 1, 'bbox': [95.82888793945312, 0, 1642.7809238433838, 1535.0000371932983]}]",2048,1536
../data/serengeti/images_cropped/S4_O04_R2_IMAG0050.JPG,11,elephant,"[{'category_id': 1, 'bbox': [1977.89892578125, 267.0, 70.10107421875, 528.6419677734375]}, {'category_id': 1, 'bbox': [1.0000000170430212, 2.000018358230591, 890.8106689282695, 1533.9999816417694]}, {'category_id': 1, 'bbox': [0, 103.78378868103027, 941.8378822803498, 1154.594649076462]}]",2048,1536
